objectid,filename,format,description,creator,date,material,subject,identifier,rights,language,type,conditions and effects ,tools and equipment ,processes and techniques ,dimensions,reproduction,title,fn,t,c and e,t and e,p and t,call number,acquisition,processing
ArtRetro0001,ArtRetro0001.jpg,image/jpeg,"40 unnumbered pages, illustrations",Godai,2019,white paper,music;humor;sex;queer,ArtRetro0001,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",EN ,Physical Object,good condition,"sharpie, bone fold, pencil","photocopying, folding",H. 8.5 x W. 5.5 ,unique,Manga Rider,ArtRetro0001.jpg,Book,good condition,"sharpie, bone fold, pencil","photocopying, folding",ZINE,Received by the David M. Rubenstein Rare Book Manuscript Library as a gift in January 2021,"Processed By: Heather Kerner, March 2023"
ArtRetro0002,ArtRetro0002.jpg,"16 unnumbered pages, illustrations",unknown,2018,white paper,film;punk;books;comix;queer,ArtRetro0002,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",EN ,Physical Object,good condition,"sharpie, bone fold, pencil","photocopying, folding",H. 8.5 x W. 5.5 ,unique,monochrom,ArtRetro0002.jpg,Book,good condition,"sharpie, bone fold, pencil","photocopying, folding",ZINE,Received by the David M. Rubenstein Rare Book Manuscript Library as a gift in January 2021,"Processed By: Heather Kerner, March 2023"
ArtRetro0003,ArtRetro0003.jpg,"20 unnumbered pages, illustrations",unknown,2017,white paper,personal;fringe;music;sex,ArtRetro0003,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",EN ,Physical Object,good condition,"sharpie, bone fold, pencil","photocopying, folding",H. 8.5 x W. 5.5 ,unique,Samisdat,ArtRetro0003.jpg,Book,good condition,"sharpie, bone fold, pencil","photocopying, folding",ZINE,Received by the David M. Rubenstein Rare Book Manuscript Library as a gift in January 2021,"Processed By: Heather Kerner, March 2023"
ArtRetro0004,ArtRetro0004.jpg,"40 unnumbered pages, illustrations",Hbmtl,2020,white paper,punk;quirky;comix,ArtRetro0004,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",EN ,Physical Object,good condition,"sharpie, bone fold, pencil","photocopying, folding",H. 8.5 x W. 5.5 ,unique,y'a pus d'sous,ArtRetro0004.jpg,Book,good condition,"sharpie, bone fold, pencil","photocopying, folding",ZINE,Received by the David M. Rubenstein Rare Book Manuscript Library as a gift in January 2021,"Processed By: Heather Kerner, March 2023"
ArtRetro0005,ArtRetro0005.jpg,"40 unnumbered pages, illustrations",unknown,2020,white paper,punk;books,ArtRetro0005,"Reproductions are provided for research use only and may not be transferred, published, or exhibited without obtaining the legally required permission from the copyright owner. ",EN ,Physical Object,good condition,"sharpie, bone fold, pencil","photocopying, folding",H. 8.5 x W. 5.5 ,unique,untitled,ArtRetro0005.jpg,Book,good condition,"sharpie, bone fold, pencil","photocopying, folding",ZINE,Received by the David M. Rubenstein Rare Book Manuscript Library as a gift in January 2021,"Processed By: Heather Kerner, March 2023"
